,hashOfGame,uuid,playerCard1,playerCard2,action,amount,pot,levelOfBetting,cardsOnBoard,roundCount,isOnSmallblind,isOnBigBlind,smallBlindAmount,bigBlindAmount,stackOfPlayer,stackOfOpponent,sklanskyClass,EHS,HS,PPOT,NPOT,handStrengthFromLibrary,opponentAgressivnessScore,opponentAgressivnessScoreLast7Round,winnerOfRound,finalPotInGame
3903,38f1de3868bec3d53775915837eaf88cc6211c8c,qdjhbpvifycwmwksatymhg,CT,D7,raise,20.0,60.0,1.0,"[None, None, None, None, None]",94.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flrnizjcbuwsaxjuppckkc,60
3904,38f1de3868bec3d53775915837eaf88cc6211c8c,flrnizjcbuwsaxjuppckkc,S3,D4,raise,20.0,60.0,1.0,"[None, None, None, None, None]",95.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qdjhbpvifycwmwksatymhg,60
3905,38f1de3868bec3d53775915837eaf88cc6211c8c,qdjhbpvifycwmwksatymhg,S7,HK,raise,20.0,60.0,1.0,"[None, None, None, None, None]",96.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flrnizjcbuwsaxjuppckkc,60
3906,38f1de3868bec3d53775915837eaf88cc6211c8c,flrnizjcbuwsaxjuppckkc,D3,H3,raise,20.0,60.0,1.0,"[None, None, None, None, None]",97.0,1.0,0.0,20.0,40.0,1480.0,1460.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qdjhbpvifycwmwksatymhg,60
3907,38f1de3868bec3d53775915837eaf88cc6211c8c,qdjhbpvifycwmwksatymhg,S4,H4,fold,0.0,60.0,1.0,"[None, None, None, None, None]",98.0,1.0,0.0,20.0,40.0,1500.0,1440.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flrnizjcbuwsaxjuppckkc,60
3908,38f1de3868bec3d53775915837eaf88cc6211c8c,flrnizjcbuwsaxjuppckkc,C8,S9,raise,20.0,60.0,1.0,"[None, None, None, None, None]",99.0,1.0,0.0,20.0,40.0,1480.0,1460.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qdjhbpvifycwmwksatymhg,60
3909,38f1de3868bec3d53775915837eaf88cc6211c8c,qdjhbpvifycwmwksatymhg,H5,H6,raise,20.0,60.0,1.0,"[None, None, None, None, None]",100.0,1.0,0.0,20.0,40.0,1500.0,1440.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flrnizjcbuwsaxjuppckkc,60
3910,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,C3,H4,fold,0.0,60.0,1.0,"[None, None, None, None, None]",1.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3911,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,DQ,DT,raise,20.0,60.0,1.0,"[None, None, None, None, None]",2.0,1.0,0.0,20.0,40.0,1500.0,1440.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3912,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,CJ,SQ,fold,0.0,60.0,1.0,"[None, None, None, None, None]",3.0,1.0,0.0,20.0,40.0,1480.0,1460.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3913,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,C3,S4,fold,0.0,60.0,1.0,"[None, None, None, None, None]",4.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3914,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,S4,DJ,fold,0.0,60.0,1.0,"[None, None, None, None, None]",5.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3915,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,HK,HJ,raise,20.0,60.0,1.0,"[None, None, None, None, None]",6.0,1.0,0.0,20.0,40.0,1500.0,1440.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3916,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,HA,D5,raise,20.0,60.0,1.0,"[None, None, None, None, None]",7.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3917,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,SJ,DK,raise,20.0,60.0,1.0,"[None, None, None, None, None]",8.0,1.0,0.0,20.0,40.0,1500.0,1440.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3918,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,D8,H5,fold,0.0,60.0,1.0,"[None, None, None, None, None]",9.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3919,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,H6,C8,raise,20.0,60.0,1.0,"[None, None, None, None, None]",10.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3920,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,D3,DJ,fold,0.0,60.0,1.0,"[None, None, None, None, None]",11.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3921,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,H2,H3,raise,20.0,60.0,1.0,"[None, None, None, None, None]",12.0,1.0,0.0,20.0,40.0,1500.0,1440.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3922,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,S4,DQ,raise,20.0,60.0,1.0,"[None, None, None, None, None]",13.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3923,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,C8,ST,fold,0.0,60.0,1.0,"[None, None, None, None, None]",14.0,1.0,0.0,20.0,40.0,1500.0,1440.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3924,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,D4,CT,fold,0.0,60.0,1.0,"[None, None, None, None, None]",15.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3925,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,C4,SK,fold,0.0,60.0,1.0,"[None, None, None, None, None]",16.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3926,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,S2,H8,fold,0.0,60.0,1.0,"[None, None, None, None, None]",17.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3927,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,CA,DJ,raise,20.0,60.0,1.0,"[None, None, None, None, None]",18.0,1.0,0.0,20.0,40.0,1500.0,1440.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3928,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,D9,CT,raise,20.0,60.0,1.0,"[None, None, None, None, None]",19.0,1.0,0.0,20.0,40.0,1480.0,1460.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3929,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,CK,HA,raise,20.0,60.0,1.0,"[None, None, None, None, None]",20.0,1.0,0.0,20.0,40.0,1500.0,1440.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3930,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,S4,HQ,raise,20.0,60.0,1.0,"[None, None, None, None, None]",21.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3931,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,CT,CK,raise,20.0,60.0,1.0,"[None, None, None, None, None]",22.0,1.0,0.0,20.0,40.0,1500.0,1440.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3932,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,CK,C4,fold,0.0,60.0,1.0,"[None, None, None, None, None]",23.0,1.0,0.0,20.0,40.0,1480.0,1460.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3933,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,DK,HK,raise,20.0,60.0,1.0,"[None, None, None, None, None]",24.0,1.0,0.0,20.0,40.0,1500.0,1440.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3934,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,SA,DK,raise,20.0,60.0,1.0,"[None, None, None, None, None]",25.0,1.0,0.0,20.0,40.0,1480.0,1460.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3935,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,SA,D2,raise,20.0,60.0,1.0,"[None, None, None, None, None]",26.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3936,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,D2,C4,fold,0.0,60.0,1.0,"[None, None, None, None, None]",27.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3937,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,ST,SQ,fold,0.0,60.0,1.0,"[None, None, None, None, None]",28.0,1.0,0.0,20.0,40.0,1500.0,1440.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3938,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,S4,DQ,raise,20.0,60.0,1.0,"[None, None, None, None, None]",29.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3939,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,C8,CT,raise,20.0,60.0,1.0,"[None, None, None, None, None]",30.0,1.0,0.0,20.0,40.0,1500.0,1440.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3940,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,S3,C3,raise,20.0,60.0,1.0,"[None, None, None, None, None]",31.0,1.0,0.0,20.0,40.0,1480.0,1460.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3941,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,C2,H8,raise,20.0,60.0,1.0,"[None, None, None, None, None]",32.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3942,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,H2,S6,raise,20.0,60.0,1.0,"[None, None, None, None, None]",33.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3943,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,H5,CQ,raise,20.0,60.0,1.0,"[None, None, None, None, None]",34.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3944,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,H4,S9,raise,20.0,60.0,1.0,"[None, None, None, None, None]",35.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3945,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,HA,SJ,raise,20.0,60.0,1.0,"[None, None, None, None, None]",36.0,1.0,0.0,20.0,40.0,1500.0,1440.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3946,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,C7,SK,fold,0.0,60.0,1.0,"[None, None, None, None, None]",37.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3947,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,C9,DJ,raise,20.0,60.0,1.0,"[None, None, None, None, None]",38.0,1.0,0.0,20.0,40.0,1500.0,1440.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3948,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,HQ,S2,raise,20.0,60.0,1.0,"[None, None, None, None, None]",39.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3949,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,C8,CK,fold,0.0,60.0,1.0,"[None, None, None, None, None]",40.0,1.0,0.0,20.0,40.0,1500.0,1440.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3950,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,SK,SQ,fold,0.0,60.0,1.0,"[None, None, None, None, None]",41.0,1.0,0.0,20.0,40.0,1480.0,1460.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3951,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,C5,HA,fold,0.0,60.0,1.0,"[None, None, None, None, None]",42.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3952,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,C3,H4,raise,20.0,60.0,1.0,"[None, None, None, None, None]",43.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3953,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,SK,C2,raise,20.0,60.0,1.0,"[None, None, None, None, None]",44.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3954,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,S4,C4,raise,20.0,60.0,1.0,"[None, None, None, None, None]",45.0,1.0,0.0,20.0,40.0,1480.0,1460.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3955,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,C3,CK,raise,20.0,60.0,1.0,"[None, None, None, None, None]",46.0,1.0,0.0,20.0,40.0,1500.0,1440.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3956,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,ST,S2,raise,20.0,60.0,1.0,"[None, None, None, None, None]",47.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3957,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,C9,D9,raise,20.0,60.0,1.0,"[None, None, None, None, None]",48.0,1.0,0.0,20.0,40.0,1500.0,1440.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3958,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,D6,H4,fold,0.0,60.0,1.0,"[None, None, None, None, None]",49.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3959,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,SA,H4,fold,0.0,60.0,1.0,"[None, None, None, None, None]",50.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3960,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,HJ,H5,raise,20.0,60.0,1.0,"[None, None, None, None, None]",51.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3961,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,S4,D7,raise,20.0,60.0,1.0,"[None, None, None, None, None]",52.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3962,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,H3,D3,fold,0.0,60.0,1.0,"[None, None, None, None, None]",53.0,1.0,0.0,20.0,40.0,1480.0,1460.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3963,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,D8,CA,fold,0.0,60.0,1.0,"[None, None, None, None, None]",54.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3964,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,S7,S4,raise,20.0,60.0,1.0,"[None, None, None, None, None]",55.0,1.0,0.0,20.0,40.0,1480.0,1460.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3965,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,S7,D8,raise,20.0,60.0,1.0,"[None, None, None, None, None]",56.0,1.0,0.0,20.0,40.0,1500.0,1440.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3966,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,H7,S8,raise,20.0,60.0,1.0,"[None, None, None, None, None]",57.0,1.0,0.0,20.0,40.0,1480.0,1460.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3967,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,S7,S5,raise,20.0,60.0,1.0,"[None, None, None, None, None]",58.0,1.0,0.0,20.0,40.0,1500.0,1440.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3968,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,D9,SK,raise,20.0,60.0,1.0,"[None, None, None, None, None]",59.0,1.0,0.0,20.0,40.0,1480.0,1460.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3969,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,D4,D3,raise,20.0,60.0,1.0,"[None, None, None, None, None]",60.0,1.0,0.0,20.0,40.0,1500.0,1440.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3970,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,S5,DA,raise,20.0,60.0,1.0,"[None, None, None, None, None]",61.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3971,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,SA,CK,raise,20.0,60.0,1.0,"[None, None, None, None, None]",62.0,1.0,0.0,20.0,40.0,1500.0,1440.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3972,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,H7,S6,raise,20.0,60.0,1.0,"[None, None, None, None, None]",63.0,1.0,0.0,20.0,40.0,1480.0,1460.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3973,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,S3,CQ,raise,20.0,60.0,1.0,"[None, None, None, None, None]",64.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3974,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,DT,DA,raise,20.0,60.0,1.0,"[None, None, None, None, None]",65.0,1.0,0.0,20.0,40.0,1480.0,1460.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3975,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,S8,C2,fold,0.0,60.0,1.0,"[None, None, None, None, None]",66.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3976,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,SA,S4,fold,0.0,60.0,1.0,"[None, None, None, None, None]",67.0,1.0,0.0,20.0,40.0,1480.0,1460.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3977,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,D2,HJ,raise,20.0,60.0,1.0,"[None, None, None, None, None]",68.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3978,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,CT,D8,fold,0.0,60.0,1.0,"[None, None, None, None, None]",69.0,1.0,0.0,20.0,40.0,1480.0,1460.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3979,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,S3,DT,raise,20.0,60.0,1.0,"[None, None, None, None, None]",70.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3980,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,S3,D7,fold,0.0,60.0,1.0,"[None, None, None, None, None]",71.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3981,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,S3,CT,raise,20.0,60.0,1.0,"[None, None, None, None, None]",72.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3982,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,H2,C7,fold,0.0,60.0,1.0,"[None, None, None, None, None]",73.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3983,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,S4,H7,fold,0.0,60.0,1.0,"[None, None, None, None, None]",74.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3984,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,CT,HQ,fold,0.0,60.0,1.0,"[None, None, None, None, None]",75.0,1.0,0.0,20.0,40.0,1480.0,1460.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3985,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,S7,C3,fold,0.0,60.0,1.0,"[None, None, None, None, None]",76.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
3986,4b8f4384b2b4f413c816b66220918010730b1249,gfimdyafpktvuuseclpowx,S2,C4,raise,20.0,60.0,1.0,"[None, None, None, None, None]",77.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,qkfohbfqpfaiwvlahbwikf,60
3987,4b8f4384b2b4f413c816b66220918010730b1249,qkfohbfqpfaiwvlahbwikf,C9,H3,raise,20.0,60.0,1.0,"[None, None, None, None, None]",78.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gfimdyafpktvuuseclpowx,60
