,hashOfGame,uuid,playerCard1,playerCard2,action,amount,pot,levelOfBetting,cardsOnBoard,roundCount,isOnSmallblind,isOnBigBlind,smallBlindAmount,bigBlindAmount,stackOfPlayer,stackOfOpponent,sklanskyClass,EHS,HS,PPOT,NPOT,handStrengthFromLibrary,opponentAgressivnessScore,opponentAgressivnessScoreLast7Round,winnerOfRound,finalPotInGame
0,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,SQ,S9,call,20.0,60.0,1.0,"[None, None, None, None, None]",1.0,1.0,0.0,20.0,40.0,1480.0,1460.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,risvwrngufgcdywesivwjw,80
1,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,CT,HK,raise,0.0,80.0,1.0,"[None, None, None, None, None]",1.0,0.0,1.0,20.0,40.0,1460.0,1460.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,risvwrngufgcdywesivwjw,80
2,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,D7,C5,call,20.0,60.0,1.0,"[None, None, None, None, None]",2.0,1.0,0.0,20.0,40.0,1440.0,1500.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,woyuiidwhfwgggpgopuqen,80
3,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,D3,DT,raise,0.0,80.0,1.0,"[None, None, None, None, None]",2.0,0.0,1.0,20.0,40.0,1500.0,1420.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,woyuiidwhfwgggpgopuqen,80
4,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,C9,D9,raise,20.0,60.0,1.0,"[None, None, None, None, None]",3.0,1.0,0.0,20.0,40.0,1480.0,1460.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,woyuiidwhfwgggpgopuqen,60
5,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,D7,H7,raise,20.0,60.0,1.0,"[None, None, None, None, None]",4.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,risvwrngufgcdywesivwjw,60
6,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,HA,DK,raise,20.0,60.0,1.0,"[None, None, None, None, None]",5.0,1.0,0.0,20.0,40.0,1480.0,1460.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,woyuiidwhfwgggpgopuqen,60
7,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,D7,SK,raise,20.0,60.0,1.0,"[None, None, None, None, None]",6.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,risvwrngufgcdywesivwjw,60
8,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,SJ,C4,raise,20.0,60.0,1.0,"[None, None, None, None, None]",7.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,woyuiidwhfwgggpgopuqen,60
9,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,HT,H9,call,20.0,60.0,1.0,"[None, None, None, None, None]",8.0,1.0,0.0,20.0,40.0,1500.0,1440.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,risvwrngufgcdywesivwjw,120
10,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,C9,D5,call,0.0,80.0,1.0,"[None, None, None, None, None]",8.0,0.0,1.0,20.0,40.0,1440.0,1480.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,risvwrngufgcdywesivwjw,120
11,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,HT,H9,call,0.0,80.0,2.0,"['C4', 'HQ', 'D8', None, None]",8.0,0.0,0.0,20.0,40.0,1480.0,1440.0,4.0,0.0,0.263182238668,0.0,0.0,7094.0,1.0,0.0,risvwrngufgcdywesivwjw,120
12,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,C9,D5,raise,40.0,80.0,2.0,"['C4', 'HQ', 'D8', None, None]",8.0,0.0,0.0,20.0,40.0,1440.0,1480.0,9.0,0.0,0.159574468085,0.0,0.0,7156.0,1.0,0.0,risvwrngufgcdywesivwjw,120
13,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,HT,H9,raise,40.0,120.0,2.0,"['C4', 'HQ', 'D8', None, None]",8.0,0.0,0.0,20.0,40.0,1480.0,1400.0,4.0,0.0,0.263182238668,0.0,0.0,7094.0,1.0,0.0,risvwrngufgcdywesivwjw,120
14,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,H3,SA,raise,20.0,60.0,1.0,"[None, None, None, None, None]",9.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,woyuiidwhfwgggpgopuqen,60
15,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,S3,C6,raise,20.0,60.0,1.0,"[None, None, None, None, None]",10.0,1.0,0.0,20.0,40.0,1480.0,1460.0,9.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,risvwrngufgcdywesivwjw,60
16,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,H2,D3,call,20.0,60.0,1.0,"[None, None, None, None, None]",11.0,1.0,0.0,20.0,40.0,1500.0,1440.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,risvwrngufgcdywesivwjw,80
17,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,SA,S5,raise,0.0,80.0,1.0,"[None, None, None, None, None]",11.0,0.0,1.0,20.0,40.0,1440.0,1480.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,risvwrngufgcdywesivwjw,80
18,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,SK,H8,raise,20.0,60.0,1.0,"[None, None, None, None, None]",12.0,1.0,0.0,20.0,40.0,1420.0,1520.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,risvwrngufgcdywesivwjw,60
19,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,C3,D9,raise,20.0,60.0,1.0,"[None, None, None, None, None]",13.0,1.0,0.0,20.0,40.0,1560.0,1380.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,woyuiidwhfwgggpgopuqen,60
20,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,S8,HT,raise,20.0,60.0,1.0,"[None, None, None, None, None]",14.0,1.0,0.0,20.0,40.0,1420.0,1520.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,risvwrngufgcdywesivwjw,60
21,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,H4,S4,raise,20.0,60.0,1.0,"[None, None, None, None, None]",15.0,1.0,0.0,20.0,40.0,1560.0,1380.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,woyuiidwhfwgggpgopuqen,60
22,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,CQ,D6,raise,20.0,60.0,1.0,"[None, None, None, None, None]",16.0,1.0,0.0,20.0,40.0,1420.0,1520.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,risvwrngufgcdywesivwjw,60
23,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,C2,H7,call,20.0,60.0,1.0,"[None, None, None, None, None]",17.0,1.0,0.0,20.0,40.0,1560.0,1380.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,risvwrngufgcdywesivwjw,120
24,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,S2,SQ,call,0.0,80.0,1.0,"[None, None, None, None, None]",17.0,0.0,1.0,20.0,40.0,1380.0,1540.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,risvwrngufgcdywesivwjw,120
25,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,C2,H7,call,0.0,80.0,2.0,"['CA', 'HK', 'H6', None, None]",17.0,0.0,0.0,20.0,40.0,1540.0,1380.0,9.0,0.0,0.081868640148,0.0,0.0,6333.0,3.0,0.0,risvwrngufgcdywesivwjw,120
26,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,S2,SQ,call,0.0,80.0,2.0,"['CA', 'HK', 'H6', None, None]",17.0,0.0,0.0,20.0,40.0,1380.0,1540.0,9.0,0.0,0.507400555042,0.0,0.0,6223.0,13.0,0.0,risvwrngufgcdywesivwjw,120
27,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,C2,H7,raise,40.0,80.0,3.0,"['CA', 'HK', 'H6', 'SA', None]",17.0,0.0,0.0,20.0,40.0,1540.0,1380.0,9.0,0.0,0.102898550725,0.0,0.0,3366.0,3.0,0.0,risvwrngufgcdywesivwjw,120
28,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,S2,SQ,raise,40.0,120.0,3.0,"['CA', 'HK', 'H6', 'SA', None]",17.0,0.0,0.0,20.0,40.0,1380.0,1500.0,9.0,0.0,0.547342995169,0.0,0.0,3331.0,13.0,0.0,risvwrngufgcdywesivwjw,120
29,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,D8,CQ,call,20.0,60.0,1.0,"[None, None, None, None, None]",18.0,1.0,0.0,20.0,40.0,1360.0,1580.0,9.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,woyuiidwhfwgggpgopuqen,200
30,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,SK,S7,call,0.0,80.0,1.0,"[None, None, None, None, None]",18.0,0.0,1.0,20.0,40.0,1580.0,1340.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,woyuiidwhfwgggpgopuqen,200
31,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,D8,CQ,raise,40.0,80.0,2.0,"['S8', 'D9', 'CT', None, None]",18.0,0.0,0.0,20.0,40.0,1340.0,1580.0,9.0,0.0,0.67992599445,0.0,0.0,4754.0,25.0,12.0,woyuiidwhfwgggpgopuqen,200
32,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,SK,S7,call,40.0,120.0,2.0,"['S8', 'D9', 'CT', None, None]",18.0,0.0,0.0,20.0,40.0,1580.0,1300.0,7.0,0.0,0.4111933395,0.0,0.0,6882.0,5.0,2.0,woyuiidwhfwgggpgopuqen,200
33,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,D8,CQ,raise,40.0,160.0,3.0,"['S8', 'D9', 'CT', 'HK', None]",18.0,0.0,0.0,20.0,40.0,1300.0,1540.0,9.0,0.0,0.574879227053,0.0,0.0,4702.0,25.0,12.0,woyuiidwhfwgggpgopuqen,200
34,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,SK,S7,raise,40.0,200.0,3.0,"['S8', 'D9', 'CT', 'HK', None]",18.0,0.0,0.0,20.0,40.0,1540.0,1260.0,7.0,0.0,0.857004830918,0.0,0.0,3682.0,5.0,2.0,woyuiidwhfwgggpgopuqen,200
35,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,S9,HJ,raise,20.0,60.0,1.0,"[None, None, None, None, None]",19.0,1.0,0.0,20.0,40.0,1520.0,1420.0,7.0,0.0,0.0,0.0,0.0,0.0,26.0,23.0,woyuiidwhfwgggpgopuqen,60
36,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,S3,SJ,raise,20.0,60.0,1.0,"[None, None, None, None, None]",20.0,1.0,0.0,20.0,40.0,1460.0,1480.0,9.0,0.0,0.0,0.0,0.0,0.0,27.0,2.0,risvwrngufgcdywesivwjw,60
37,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,D4,DK,raise,20.0,60.0,1.0,"[None, None, None, None, None]",21.0,1.0,0.0,20.0,40.0,1520.0,1420.0,7.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,woyuiidwhfwgggpgopuqen,60
38,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,H7,CJ,raise,20.0,60.0,1.0,"[None, None, None, None, None]",22.0,1.0,0.0,20.0,40.0,1460.0,1480.0,9.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,risvwrngufgcdywesivwjw,60
39,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,HA,DQ,raise,20.0,60.0,1.0,"[None, None, None, None, None]",23.0,1.0,0.0,20.0,40.0,1520.0,1420.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,woyuiidwhfwgggpgopuqen,60
40,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,S3,C4,call,20.0,60.0,1.0,"[None, None, None, None, None]",24.0,1.0,0.0,20.0,40.0,1460.0,1480.0,9.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,woyuiidwhfwgggpgopuqen,80
41,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,HJ,H8,raise,0.0,80.0,1.0,"[None, None, None, None, None]",24.0,0.0,1.0,20.0,40.0,1480.0,1440.0,6.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,woyuiidwhfwgggpgopuqen,80
42,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,SK,HQ,call,20.0,60.0,1.0,"[None, None, None, None, None]",25.0,1.0,0.0,20.0,40.0,1460.0,1480.0,4.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,risvwrngufgcdywesivwjw,120
43,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,C7,H9,call,0.0,80.0,1.0,"[None, None, None, None, None]",25.0,0.0,1.0,20.0,40.0,1480.0,1440.0,5.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,risvwrngufgcdywesivwjw,120
44,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,SK,HQ,call,0.0,80.0,2.0,"['S9', 'C6', 'HT', None, None]",25.0,0.0,0.0,20.0,40.0,1440.0,1480.0,4.0,0.0,0.45559666975,0.0,0.0,6716.0,27.0,1.0,risvwrngufgcdywesivwjw,120
45,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,C7,H9,call,0.0,80.0,2.0,"['S9', 'C6', 'HT', None, None]",25.0,0.0,0.0,20.0,40.0,1480.0,1440.0,5.0,0.0,0.792784458834,0.0,0.0,4596.0,27.0,0.0,risvwrngufgcdywesivwjw,120
46,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,SK,HQ,raise,40.0,80.0,3.0,"['S9', 'C6', 'HT', 'C8', None]",25.0,0.0,0.0,20.0,40.0,1440.0,1480.0,4.0,0.0,0.263285024155,0.0,0.0,6714.0,27.0,1.0,risvwrngufgcdywesivwjw,120
47,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,C7,H9,raise,40.0,120.0,3.0,"['S9', 'C6', 'HT', 'C8', None]",25.0,0.0,0.0,20.0,40.0,1480.0,1400.0,5.0,0.0,0.914975845411,0.0,0.0,1604.0,27.0,0.0,risvwrngufgcdywesivwjw,120
48,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,C9,H9,raise,20.0,60.0,1.0,"[None, None, None, None, None]",26.0,1.0,0.0,20.0,40.0,1460.0,1480.0,3.0,0.0,0.0,0.0,0.0,0.0,39.0,12.0,risvwrngufgcdywesivwjw,60
49,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,S3,S2,call,20.0,60.0,1.0,"[None, None, None, None, None]",27.0,1.0,0.0,20.0,40.0,1520.0,1420.0,8.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,risvwrngufgcdywesivwjw,240
50,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,H6,SQ,call,0.0,80.0,1.0,"[None, None, None, None, None]",27.0,0.0,1.0,20.0,40.0,1420.0,1500.0,9.0,0.0,0.0,0.0,0.0,0.0,39.0,12.0,risvwrngufgcdywesivwjw,240
51,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,S3,S2,call,0.0,80.0,2.0,"['DJ', 'HK', 'D2', None, None]",27.0,0.0,0.0,20.0,40.0,1500.0,1420.0,8.0,0.0,0.6355226642,0.0,0.0,6037.0,29.0,2.0,risvwrngufgcdywesivwjw,240
52,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,H6,SQ,call,0.0,80.0,2.0,"['DJ', 'HK', 'D2', None, None]",27.0,0.0,0.0,20.0,40.0,1420.0,1500.0,9.0,0.0,0.425994449584,0.0,0.0,6707.0,39.0,12.0,risvwrngufgcdywesivwjw,240
53,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,S3,S2,call,0.0,80.0,3.0,"['DJ', 'HK', 'D2', 'SJ', None]",27.0,0.0,0.0,20.0,40.0,1500.0,1420.0,8.0,0.0,0.694685990338,0.0,0.0,2920.0,29.0,2.0,risvwrngufgcdywesivwjw,240
54,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,H6,SQ,raise,40.0,80.0,3.0,"['DJ', 'HK', 'D2', 'SJ', None]",27.0,0.0,0.0,20.0,40.0,1420.0,1500.0,9.0,0.0,0.444927536232,0.0,0.0,4045.0,39.0,12.0,risvwrngufgcdywesivwjw,240
55,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,S3,S2,call,40.0,120.0,3.0,"['DJ', 'HK', 'D2', 'SJ', None]",27.0,0.0,0.0,20.0,40.0,1500.0,1380.0,8.0,0.0,0.694685990338,0.0,0.0,2920.0,29.0,2.0,risvwrngufgcdywesivwjw,240
56,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,S3,S2,call,0.0,160.0,4.0,"['DJ', 'HK', 'D2', 'SJ', 'D7']",27.0,0.0,0.0,20.0,40.0,1460.0,1380.0,8.0,0.0,0.544444444444,0.0,0.0,2920.0,29.0,2.0,risvwrngufgcdywesivwjw,240
57,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,H6,SQ,raise,40.0,160.0,4.0,"['DJ', 'HK', 'D2', 'SJ', 'D7']",27.0,0.0,0.0,20.0,40.0,1380.0,1460.0,9.0,0.0,0.314646464646,0.0,0.0,4044.0,39.0,12.0,risvwrngufgcdywesivwjw,240
58,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,S3,S2,call,40.0,200.0,4.0,"['DJ', 'HK', 'D2', 'SJ', 'D7']",27.0,0.0,0.0,20.0,40.0,1460.0,1340.0,8.0,0.0,0.544444444444,0.0,0.0,2920.0,29.0,2.0,risvwrngufgcdywesivwjw,240
59,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,S7,C9,call,20.0,60.0,1.0,"[None, None, None, None, None]",28.0,1.0,0.0,20.0,40.0,1320.0,1620.0,5.0,0.0,0.0,0.0,0.0,0.0,45.0,6.0,woyuiidwhfwgggpgopuqen,120
60,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,H9,DQ,call,0.0,80.0,1.0,"[None, None, None, None, None]",28.0,0.0,1.0,20.0,40.0,1620.0,1300.0,8.0,0.0,0.0,0.0,0.0,0.0,51.0,22.0,woyuiidwhfwgggpgopuqen,120
61,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,S7,C9,call,0.0,80.0,2.0,"['S4', 'C4', 'DA', None, None]",28.0,0.0,0.0,20.0,40.0,1300.0,1620.0,5.0,0.0,0.252081406105,0.0,0.0,5561.0,45.0,6.0,woyuiidwhfwgggpgopuqen,120
62,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,H9,DQ,call,0.0,80.0,2.0,"['S4', 'C4', 'DA', None, None]",28.0,0.0,0.0,20.0,40.0,1620.0,1300.0,8.0,0.0,0.574005550416,0.0,0.0,5538.0,51.0,22.0,woyuiidwhfwgggpgopuqen,120
63,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,S7,C9,raise,40.0,80.0,3.0,"['S4', 'C4', 'DA', 'DK', None]",28.0,0.0,0.0,20.0,40.0,1300.0,1620.0,5.0,0.0,0.245893719807,0.0,0.0,5529.0,45.0,6.0,woyuiidwhfwgggpgopuqen,120
64,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,H9,DQ,raise,40.0,120.0,3.0,"['S4', 'C4', 'DA', 'DK', None]",28.0,0.0,0.0,20.0,40.0,1620.0,1260.0,8.0,0.0,0.576328502415,0.0,0.0,5526.0,51.0,22.0,woyuiidwhfwgggpgopuqen,120
65,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,H9,H3,raise,20.0,60.0,1.0,"[None, None, None, None, None]",29.0,1.0,0.0,20.0,40.0,1600.0,1340.0,9.0,0.0,0.0,0.0,0.0,0.0,63.0,34.0,woyuiidwhfwgggpgopuqen,60
66,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,DT,S9,raise,20.0,60.0,1.0,"[None, None, None, None, None]",30.0,1.0,0.0,20.0,40.0,1380.0,1560.0,7.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,risvwrngufgcdywesivwjw,60
67,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,C8,D3,raise,20.0,60.0,1.0,"[None, None, None, None, None]",31.0,1.0,0.0,20.0,40.0,1600.0,1340.0,9.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,woyuiidwhfwgggpgopuqen,60
68,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,S2,H2,raise,20.0,60.0,1.0,"[None, None, None, None, None]",32.0,1.0,0.0,20.0,40.0,1380.0,1560.0,7.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,risvwrngufgcdywesivwjw,60
69,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,S5,DT,call,20.0,60.0,1.0,"[None, None, None, None, None]",33.0,1.0,0.0,20.0,40.0,1600.0,1340.0,9.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,woyuiidwhfwgggpgopuqen,120
70,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,D3,S9,call,0.0,80.0,1.0,"[None, None, None, None, None]",33.0,0.0,1.0,20.0,40.0,1340.0,1580.0,9.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,woyuiidwhfwgggpgopuqen,120
71,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,S5,DT,call,0.0,80.0,2.0,"['CA', 'CJ', 'DJ', None, None]",33.0,0.0,0.0,20.0,40.0,1580.0,1340.0,9.0,0.0,0.425994449584,0.0,0.0,4009.0,63.0,0.0,woyuiidwhfwgggpgopuqen,120
72,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,D3,S9,raise,40.0,80.0,2.0,"['CA', 'CJ', 'DJ', None, None]",33.0,0.0,0.0,20.0,40.0,1340.0,1580.0,9.0,0.0,0.303885291397,0.0,0.0,4018.0,47.0,0.0,woyuiidwhfwgggpgopuqen,120
73,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,S5,DT,raise,40.0,120.0,2.0,"['CA', 'CJ', 'DJ', None, None]",33.0,0.0,0.0,20.0,40.0,1580.0,1300.0,9.0,0.0,0.425994449584,0.0,0.0,4009.0,63.0,0.0,woyuiidwhfwgggpgopuqen,120
74,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,D4,S4,call,20.0,60.0,1.0,"[None, None, None, None, None]",34.0,1.0,0.0,20.0,40.0,1400.0,1540.0,7.0,0.0,0.0,0.0,0.0,0.0,49.0,2.0,woyuiidwhfwgggpgopuqen,80
75,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,S8,C9,raise,0.0,80.0,1.0,"[None, None, None, None, None]",34.0,0.0,1.0,20.0,40.0,1540.0,1380.0,7.0,0.0,0.0,0.0,0.0,0.0,74.0,11.0,woyuiidwhfwgggpgopuqen,80
76,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,C2,D8,raise,20.0,60.0,1.0,"[None, None, None, None, None]",35.0,1.0,0.0,20.0,40.0,1520.0,1420.0,9.0,0.0,0.0,0.0,0.0,0.0,75.0,12.0,woyuiidwhfwgggpgopuqen,60
77,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,C3,S9,raise,20.0,60.0,1.0,"[None, None, None, None, None]",36.0,1.0,0.0,20.0,40.0,1460.0,1480.0,9.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,risvwrngufgcdywesivwjw,60
78,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,C9,C6,call,20.0,60.0,1.0,"[None, None, None, None, None]",37.0,1.0,0.0,20.0,40.0,1520.0,1420.0,8.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,woyuiidwhfwgggpgopuqen,160
79,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,DA,DQ,call,0.0,80.0,1.0,"[None, None, None, None, None]",37.0,0.0,1.0,20.0,40.0,1420.0,1500.0,2.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,woyuiidwhfwgggpgopuqen,160
80,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,C9,C6,raise,40.0,80.0,2.0,"['CK', 'D7', 'D9', None, None]",37.0,0.0,0.0,20.0,40.0,1500.0,1420.0,8.0,0.0,0.803885291397,0.0,0.0,4511.0,75.0,0.0,woyuiidwhfwgggpgopuqen,160
81,04860dfa4ab5613c1b4a30defc0c01def62424c8,woyuiidwhfwgggpgopuqen,DA,DQ,call,40.0,120.0,2.0,"['CK', 'D7', 'D9', None, None]",37.0,0.0,0.0,20.0,40.0,1420.0,1460.0,2.0,0.0,0.596207215541,0.0,0.0,6203.0,49.0,0.0,woyuiidwhfwgggpgopuqen,160
82,04860dfa4ab5613c1b4a30defc0c01def62424c8,risvwrngufgcdywesivwjw,C9,C6,call,0.0,160.0,3.0,"['CK', 'D7', 'D9', 'H5', None]",37.0,0.0,0.0,20.0,40.0,1460.0,1380.0,8.0,0.0,0.769082125604,0.0,0.0,4511.0,75.0,0.0,woyuiidwhfwgggpgopuqen,160
